Successfully loaded english dataset
Successfully loaded afrikaans dataset
Successfully loaded swahili dataset
Successfully loaded south-african-english dataset
Successfully loaded xhosa dataset
Successfully loaded isizulu dataset
Successfully loaded kinyarwanda dataset
Successfully loaded igbo dataset
Successfully loaded tswana dataset
Successfully loaded zulu dataset
Combined training dataset size: 18779
Combined test dataset size: 1393
[2025-04-22 01:21:27,808] [INFO] [real_accelerator.py:219:get_accelerator] Setting ds_accelerator to cuda (auto detect)
Warning: The cache directory for DeepSpeed Triton autotune, /home/mkapadni/.triton/autotune, appears to be on an NFS system. While this is generally acceptable, if you experience slowdowns or hanging when DeepSpeed exits, it is recommended to set the TRITON_CACHE_DIR environment variable to a non-NFS path.
{'loss': 4.4865, 'grad_norm': 3.676882743835449, 'learning_rate': 2.996933560477002e-05, 'epoch': 0.02}
{'loss': 0.0698, 'grad_norm': 0.14838378131389618, 'learning_rate': 8.37649063032368e-06, 'epoch': 7.22}
{'loss': 0.1109, 'grad_norm': 0.07573828101158142, 'learning_rate': 8.325383304940375e-06, 'epoch': 7.24}
{'loss': 0.1704, 'grad_norm': 19.10828399658203, 'learning_rate': 8.27427597955707e-06, 'epoch': 7.26}
{'loss': 0.2206, 'grad_norm': 76.98258972167969, 'learning_rate': 8.223168654173766e-06, 'epoch': 7.27}
{'loss': 0.1124, 'grad_norm': 84.16907501220703, 'learning_rate': 8.172061328790461e-06, 'epoch': 7.29}
{'loss': 0.1628, 'grad_norm': 16.922632217407227, 'learning_rate': 8.120954003407156e-06, 'epoch': 7.31}
{'loss': 0.1268, 'grad_norm': 0.10394121706485748, 'learning_rate': 8.069846678023851e-06, 'epoch': 7.33}
{'loss': 0.0904, 'grad_norm': 11.851349830627441, 'learning_rate': 8.018739352640546e-06, 'epoch': 7.34}
{'loss': 0.1576, 'grad_norm': 50.56015396118164, 'learning_rate': 7.967632027257241e-06, 'epoch': 7.36}
{'loss': 0.1107, 'grad_norm': 12.231522560119629, 'learning_rate': 7.916524701873935e-06, 'epoch': 7.38}
{'loss': 0.4097, 'grad_norm': 1.241020679473877, 'learning_rate': 7.86541737649063e-06, 'epoch': 7.39}
{'loss': 0.1386, 'grad_norm': 0.15097321569919586, 'learning_rate': 7.814310051107325e-06, 'epoch': 7.41}
{'loss': 0.2451, 'grad_norm': 5.360278129577637, 'learning_rate': 7.76320272572402e-06, 'epoch': 7.43}
{'loss': 0.0595, 'grad_norm': 4.072476863861084, 'learning_rate': 7.712095400340715e-06, 'epoch': 7.44}
{'loss': 0.0555, 'grad_norm': 2.7577497959136963, 'learning_rate': 7.66098807495741e-06, 'epoch': 7.46}
{'loss': 0.1642, 'grad_norm': 7.688547611236572, 'learning_rate': 7.6098807495741055e-06, 'epoch': 7.48}
{'loss': 0.1916, 'grad_norm': 36.972896575927734, 'learning_rate': 7.558773424190801e-06, 'epoch': 7.5}
{'loss': 0.2542, 'grad_norm': 0.08465516567230225, 'learning_rate': 7.507666098807496e-06, 'epoch': 7.51}
{'loss': 0.0654, 'grad_norm': 0.07069486379623413, 'learning_rate': 7.456558773424191e-06, 'epoch': 7.53}
{'loss': 0.1349, 'grad_norm': 4.015773296356201, 'learning_rate': 7.405451448040886e-06, 'epoch': 7.55}
{'loss': 0.0132, 'grad_norm': 0.22442542016506195, 'learning_rate': 7.354344122657581e-06, 'epoch': 7.56}
{'loss': 0.1175, 'grad_norm': 0.21860891580581665, 'learning_rate': 7.303236797274276e-06, 'epoch': 7.58}
{'loss': 0.0717, 'grad_norm': 70.64740753173828, 'learning_rate': 7.2521294718909705e-06, 'epoch': 7.6}
{'loss': 0.1339, 'grad_norm': 0.6985428333282471, 'learning_rate': 7.201022146507666e-06, 'epoch': 7.61}
{'loss': 0.1229, 'grad_norm': 32.45612716674805, 'learning_rate': 7.149914821124362e-06, 'epoch': 7.63}
{'loss': 0.139, 'grad_norm': 95.58007049560547, 'learning_rate': 7.098807495741057e-06, 'epoch': 7.65}
{'loss': 0.0824, 'grad_norm': 42.984413146972656, 'learning_rate': 7.047700170357752e-06, 'epoch': 7.67}
{'loss': 0.1405, 'grad_norm': 0.0721268579363823, 'learning_rate': 6.996592844974447e-06, 'epoch': 7.68}
{'loss': 0.2206, 'grad_norm': 0.7742664217948914, 'learning_rate': 6.945485519591142e-06, 'epoch': 7.7}
{'loss': 0.1559, 'grad_norm': 0.5529756546020508, 'learning_rate': 6.894378194207837e-06, 'epoch': 7.72}
{'loss': 0.1694, 'grad_norm': 2.697099447250366, 'learning_rate': 6.8432708688245315e-06, 'epoch': 7.73}
{'loss': 0.161, 'grad_norm': 46.87550354003906, 'learning_rate': 6.792163543441227e-06, 'epoch': 7.75}
{'loss': 0.145, 'grad_norm': 5.590625762939453, 'learning_rate': 6.741056218057922e-06, 'epoch': 7.77}
{'loss': 0.1233, 'grad_norm': 0.10784049332141876, 'learning_rate': 6.689948892674617e-06, 'epoch': 7.79}
{'loss': 0.0614, 'grad_norm': 11.956293106079102, 'learning_rate': 6.638841567291312e-06, 'epoch': 7.8}
{'loss': 0.1035, 'grad_norm': 25.175399780273438, 'learning_rate': 6.587734241908007e-06, 'epoch': 7.82}
{'loss': 0.0589, 'grad_norm': 0.09102972596883774, 'learning_rate': 6.536626916524702e-06, 'epoch': 7.84}
{'loss': 0.0844, 'grad_norm': 43.18513488769531, 'learning_rate': 6.485519591141397e-06, 'epoch': 7.85}
{'loss': 0.0814, 'grad_norm': 0.24963243305683136, 'learning_rate': 6.434412265758092e-06, 'epoch': 7.87}
{'loss': 0.2416, 'grad_norm': 2.002810478210449, 'learning_rate': 6.383304940374787e-06, 'epoch': 7.89}
{'loss': 0.0859, 'grad_norm': 0.0664474293589592, 'learning_rate': 6.332197614991482e-06, 'epoch': 7.9}
{'loss': 0.0982, 'grad_norm': 167.40090942382812, 'learning_rate': 6.281090289608177e-06, 'epoch': 7.92}
{'loss': 0.1172, 'grad_norm': 3.6624488830566406, 'learning_rate': 6.229982964224872e-06, 'epoch': 7.94}
{'loss': 0.1236, 'grad_norm': 22.758655548095703, 'learning_rate': 6.178875638841567e-06, 'epoch': 7.96}
{'loss': 0.1804, 'grad_norm': 10.544564247131348, 'learning_rate': 6.127768313458262e-06, 'epoch': 7.97}
{'loss': 0.2393, 'grad_norm': 1.9831039905548096, 'learning_rate': 6.076660988074958e-06, 'epoch': 7.99}
{'eval_loss': 2.1881604194641113, 'eval_accuracy': 0.6360373295046662, 'eval_f1': 0.6087535108685261, 'eval_precision': 0.6028859006707619, 'eval_recall': 0.6360373295046662, 'eval_runtime': 39.6589, 'eval_samples_per_second': 35.125, 'eval_steps_per_second': 2.219, 'epoch': 8.0}
{'loss': 0.0393, 'grad_norm': 0.5157200694084167, 'learning_rate': 6.025553662691653e-06, 'epoch': 8.01}
{'loss': 0.0802, 'grad_norm': 0.10186993330717087, 'learning_rate': 5.974446337308348e-06, 'epoch': 8.02}
{'loss': 0.1176, 'grad_norm': 0.3068642318248749, 'learning_rate': 5.923339011925043e-06, 'epoch': 8.04}
{'loss': 0.1368, 'grad_norm': 16.402549743652344, 'learning_rate': 5.872231686541738e-06, 'epoch': 8.06}
{'loss': 0.1701, 'grad_norm': 10.109296798706055, 'learning_rate': 5.821124361158433e-06, 'epoch': 8.07}
{'loss': 0.1536, 'grad_norm': 46.731842041015625, 'learning_rate': 5.770017035775128e-06, 'epoch': 8.09}
{'loss': 0.1787, 'grad_norm': 0.13330812752246857, 'learning_rate': 5.718909710391823e-06, 'epoch': 8.11}
{'loss': 0.0623, 'grad_norm': 0.10444026440382004, 'learning_rate': 5.6678023850085184e-06, 'epoch': 8.13}
{'loss': 0.1019, 'grad_norm': 0.09506002813577652, 'learning_rate': 5.616695059625213e-06, 'epoch': 8.14}
{'loss': 0.0607, 'grad_norm': 0.14948980510234833, 'learning_rate': 5.565587734241908e-06, 'epoch': 8.16}
{'loss': 0.0122, 'grad_norm': 0.07327830791473389, 'learning_rate': 5.514480408858603e-06, 'epoch': 8.18}
{'loss': 0.1747, 'grad_norm': 0.11113646626472473, 'learning_rate': 5.463373083475298e-06, 'epoch': 8.19}
{'loss': 0.0062, 'grad_norm': 0.07534578442573547, 'learning_rate': 5.412265758091993e-06, 'epoch': 8.21}
{'loss': 0.0958, 'grad_norm': 0.06314781308174133, 'learning_rate': 5.361158432708688e-06, 'epoch': 8.23}
{'loss': 0.0601, 'grad_norm': 28.316553115844727, 'learning_rate': 5.3100511073253834e-06, 'epoch': 8.25}
{'loss': 0.2162, 'grad_norm': 16.464494705200195, 'learning_rate': 5.2589437819420786e-06, 'epoch': 8.26}
{'loss': 0.2043, 'grad_norm': 2.022709369659424, 'learning_rate': 5.207836456558774e-06, 'epoch': 8.28}
{'loss': 0.2306, 'grad_norm': 1.9040892124176025, 'learning_rate': 5.156729131175468e-06, 'epoch': 8.3}
{'loss': 0.0533, 'grad_norm': 0.06874442100524902, 'learning_rate': 5.105621805792163e-06, 'epoch': 8.31}
{'loss': 0.0793, 'grad_norm': 0.09611589461565018, 'learning_rate': 5.054514480408858e-06, 'epoch': 8.33}
{'loss': 0.1281, 'grad_norm': 1.9412323236465454, 'learning_rate': 5.003407155025554e-06, 'epoch': 8.35}
{'loss': 0.0808, 'grad_norm': 20.00265884399414, 'learning_rate': 4.952299829642249e-06, 'epoch': 8.36}
{'loss': 0.136, 'grad_norm': 0.06540346890687943, 'learning_rate': 4.9011925042589444e-06, 'epoch': 8.38}
{'loss': 0.2277, 'grad_norm': 76.1690444946289, 'learning_rate': 4.8500851788756395e-06, 'epoch': 8.4}
{'loss': 0.1278, 'grad_norm': 2.494968891143799, 'learning_rate': 4.798977853492335e-06, 'epoch': 8.42}
{'loss': 0.1282, 'grad_norm': 21.958045959472656, 'learning_rate': 4.747870528109029e-06, 'epoch': 8.43}
{'loss': 0.1495, 'grad_norm': 5.225901126861572, 'learning_rate': 4.696763202725724e-06, 'epoch': 8.45}
{'loss': 0.0785, 'grad_norm': 0.12686629593372345, 'learning_rate': 4.645655877342419e-06, 'epoch': 8.47}
{'loss': 0.0492, 'grad_norm': 0.6058533787727356, 'learning_rate': 4.594548551959114e-06, 'epoch': 8.48}
{'loss': 0.0591, 'grad_norm': 0.1525905579328537, 'learning_rate': 4.5434412265758094e-06, 'epoch': 8.5}
{'loss': 0.0355, 'grad_norm': 0.2844996154308319, 'learning_rate': 4.4923339011925046e-06, 'epoch': 8.52}
{'loss': 0.201, 'grad_norm': 86.68441009521484, 'learning_rate': 4.4412265758092e-06, 'epoch': 8.53}
{'loss': 0.1029, 'grad_norm': 0.19374224543571472, 'learning_rate': 4.390119250425895e-06, 'epoch': 8.55}
{'loss': 0.0331, 'grad_norm': 0.1325242966413498, 'learning_rate': 4.339011925042589e-06, 'epoch': 8.57}
{'loss': 0.0128, 'grad_norm': 0.07061787694692612, 'learning_rate': 4.287904599659284e-06, 'epoch': 8.59}
{'loss': 0.133, 'grad_norm': 6.9902424812316895, 'learning_rate': 4.236797274275979e-06, 'epoch': 8.6}
{'loss': 0.0355, 'grad_norm': 0.07693183422088623, 'learning_rate': 4.1856899488926744e-06, 'epoch': 8.62}
{'loss': 0.1078, 'grad_norm': 3.2814626693725586, 'learning_rate': 4.1345826235093696e-06, 'epoch': 8.64}
{'loss': 0.1598, 'grad_norm': 12.3640775680542, 'learning_rate': 4.083475298126065e-06, 'epoch': 8.65}
{'loss': 0.1341, 'grad_norm': 0.1698387712240219, 'learning_rate': 4.03236797274276e-06, 'epoch': 8.67}
{'loss': 0.0602, 'grad_norm': 0.05203551799058914, 'learning_rate': 3.981260647359455e-06, 'epoch': 8.69}
{'loss': 0.0113, 'grad_norm': 0.11161792278289795, 'learning_rate': 3.93015332197615e-06, 'epoch': 8.71}
{'loss': 0.0811, 'grad_norm': 2.078784465789795, 'learning_rate': 3.879045996592845e-06, 'epoch': 8.72}
{'loss': 0.0693, 'grad_norm': 3.4099481105804443, 'learning_rate': 3.82793867120954e-06, 'epoch': 8.74}
{'loss': 0.0578, 'grad_norm': 20.453784942626953, 'learning_rate': 3.7768313458262354e-06, 'epoch': 8.76}
{'loss': 0.103, 'grad_norm': 26.180953979492188, 'learning_rate': 3.72572402044293e-06, 'epoch': 8.77}
{'loss': 0.0901, 'grad_norm': 0.7917392253875732, 'learning_rate': 3.6746166950596257e-06, 'epoch': 8.79}
{'loss': 0.0054, 'grad_norm': 0.13771364092826843, 'learning_rate': 3.6235093696763204e-06, 'epoch': 8.81}
{'loss': 0.0927, 'grad_norm': 0.08417512476444244, 'learning_rate': 3.5724020442930155e-06, 'epoch': 8.82}
{'loss': 0.1367, 'grad_norm': 1.592363953590393, 'learning_rate': 3.5212947189097106e-06, 'epoch': 8.84}
{'loss': 0.0841, 'grad_norm': 83.59625244140625, 'learning_rate': 3.4701873935264057e-06, 'epoch': 8.86}
{'loss': 0.1486, 'grad_norm': 0.05747338756918907, 'learning_rate': 3.4190800681431004e-06, 'epoch': 8.88}
{'loss': 0.0667, 'grad_norm': 1.1598968505859375, 'learning_rate': 3.3679727427597955e-06, 'epoch': 8.89}
{'loss': 0.0325, 'grad_norm': 0.8945366740226746, 'learning_rate': 3.3168654173764907e-06, 'epoch': 8.91}
{'loss': 0.0631, 'grad_norm': 19.537220001220703, 'learning_rate': 3.2657580919931858e-06, 'epoch': 8.93}
{'loss': 0.115, 'grad_norm': 0.05115627497434616, 'learning_rate': 3.2146507666098805e-06, 'epoch': 8.94}
{'loss': 0.0078, 'grad_norm': 0.05720699205994606, 'learning_rate': 3.1635434412265756e-06, 'epoch': 8.96}
{'loss': 0.115, 'grad_norm': 29.964786529541016, 'learning_rate': 3.112436115843271e-06, 'epoch': 8.98}
{'loss': 0.135, 'grad_norm': 0.06051900237798691, 'learning_rate': 3.0613287904599663e-06, 'epoch': 8.99}
{'eval_loss': 2.3644702434539795, 'eval_accuracy': 0.6252692031586504, 'eval_f1': 0.6074525793047806, 'eval_precision': 0.6109643704331891, 'eval_recall': 0.6252692031586504, 'eval_runtime': 40.1943, 'eval_samples_per_second': 34.657, 'eval_steps_per_second': 2.189, 'epoch': 9.0}
{'loss': 0.1897, 'grad_norm': 1.6620584726333618, 'learning_rate': 3.010221465076661e-06, 'epoch': 9.01}
{'loss': 0.0994, 'grad_norm': 0.07363905757665634, 'learning_rate': 2.959114139693356e-06, 'epoch': 9.03}
{'loss': 0.0653, 'grad_norm': 0.05345688387751579, 'learning_rate': 2.908006814310051e-06, 'epoch': 9.05}
{'loss': 0.2222, 'grad_norm': 41.689002990722656, 'learning_rate': 2.8568994889267463e-06, 'epoch': 9.06}
{'loss': 0.2021, 'grad_norm': 19.71259880065918, 'learning_rate': 2.805792163543441e-06, 'epoch': 9.08}
{'loss': 0.1484, 'grad_norm': 3.3612797260284424, 'learning_rate': 2.754684838160136e-06, 'epoch': 9.1}
{'loss': 0.1398, 'grad_norm': 20.697126388549805, 'learning_rate': 2.7035775127768313e-06, 'epoch': 9.11}
{'loss': 0.1287, 'grad_norm': 0.0628206878900528, 'learning_rate': 2.6524701873935264e-06, 'epoch': 9.13}
{'loss': 0.0514, 'grad_norm': 2.3071446418762207, 'learning_rate': 2.6013628620102215e-06, 'epoch': 9.15}
{'loss': 0.1319, 'grad_norm': 0.11575093120336533, 'learning_rate': 2.5502555366269166e-06, 'epoch': 9.17}
{'loss': 0.0632, 'grad_norm': 9.334872245788574, 'learning_rate': 2.4991482112436118e-06, 'epoch': 9.18}
{'loss': 0.0666, 'grad_norm': 0.07166589051485062, 'learning_rate': 2.448040885860307e-06, 'epoch': 9.2}
{'loss': 0.0273, 'grad_norm': 0.6425928473472595, 'learning_rate': 2.396933560477002e-06, 'epoch': 9.22}
{'loss': 0.0469, 'grad_norm': 0.06303949654102325, 'learning_rate': 2.3458262350936967e-06, 'epoch': 9.23}
{'loss': 0.067, 'grad_norm': 14.560596466064453, 'learning_rate': 2.294718909710392e-06, 'epoch': 9.25}
{'loss': 0.0695, 'grad_norm': 0.9338876605033875, 'learning_rate': 2.243611584327087e-06, 'epoch': 9.27}
{'loss': 0.0101, 'grad_norm': 0.04976872354745865, 'learning_rate': 2.192504258943782e-06, 'epoch': 9.28}
{'loss': 0.094, 'grad_norm': 0.04852641001343727, 'learning_rate': 2.1413969335604768e-06, 'epoch': 9.3}
{'loss': 0.1777, 'grad_norm': 0.09234573692083359, 'learning_rate': 2.090289608177172e-06, 'epoch': 9.32}
{'loss': 0.0463, 'grad_norm': 0.06493807584047318, 'learning_rate': 2.0391822827938674e-06, 'epoch': 9.34}
{'loss': 0.1176, 'grad_norm': 0.07780466228723526, 'learning_rate': 1.9880749574105626e-06, 'epoch': 9.35}
{'loss': 0.0701, 'grad_norm': 9.178969383239746, 'learning_rate': 1.9369676320272573e-06, 'epoch': 9.37}
{'loss': 0.0468, 'grad_norm': 0.08133760094642639, 'learning_rate': 1.8858603066439524e-06, 'epoch': 9.39}
{'loss': 0.0921, 'grad_norm': 0.07566741108894348, 'learning_rate': 1.8347529812606475e-06, 'epoch': 9.4}
{'loss': 0.1066, 'grad_norm': 0.1011589765548706, 'learning_rate': 1.7836456558773424e-06, 'epoch': 9.42}
{'loss': 0.0222, 'grad_norm': 0.06702747941017151, 'learning_rate': 1.7325383304940375e-06, 'epoch': 9.44}
{'loss': 0.1159, 'grad_norm': 1.453650712966919, 'learning_rate': 1.6814310051107327e-06, 'epoch': 9.45}
{'loss': 0.0057, 'grad_norm': 0.08390985429286957, 'learning_rate': 1.6303236797274278e-06, 'epoch': 9.47}
{'loss': 0.1075, 'grad_norm': 0.0659383162856102, 'learning_rate': 1.5792163543441227e-06, 'epoch': 9.49}
{'loss': 0.0985, 'grad_norm': 0.055310558527708054, 'learning_rate': 1.5281090289608178e-06, 'epoch': 9.51}
{'loss': 0.168, 'grad_norm': 0.06363926827907562, 'learning_rate': 1.4770017035775127e-06, 'epoch': 9.52}
{'loss': 0.0235, 'grad_norm': 0.07133609801530838, 'learning_rate': 1.4258943781942078e-06, 'epoch': 9.54}
{'loss': 0.0552, 'grad_norm': 0.06418473273515701, 'learning_rate': 1.374787052810903e-06, 'epoch': 9.56}
{'loss': 0.0968, 'grad_norm': 0.09049293398857117, 'learning_rate': 1.323679727427598e-06, 'epoch': 9.57}
{'loss': 0.0776, 'grad_norm': 0.04761805385351181, 'learning_rate': 1.272572402044293e-06, 'epoch': 9.59}
{'loss': 0.0815, 'grad_norm': 0.08072721213102341, 'learning_rate': 1.2214650766609881e-06, 'epoch': 9.61}
{'loss': 0.0774, 'grad_norm': 0.06656113266944885, 'learning_rate': 1.170357751277683e-06, 'epoch': 9.63}
{'loss': 0.088, 'grad_norm': 0.17156554758548737, 'learning_rate': 1.1192504258943784e-06, 'epoch': 9.64}
{'loss': 0.0195, 'grad_norm': 0.4106093645095825, 'learning_rate': 1.0681431005110733e-06, 'epoch': 9.66}
{'loss': 0.1629, 'grad_norm': 42.76169967651367, 'learning_rate': 1.0170357751277684e-06, 'epoch': 9.68}
{'loss': 0.0508, 'grad_norm': 6.742230415344238, 'learning_rate': 9.659284497444633e-07, 'epoch': 9.69}
{'loss': 0.0147, 'grad_norm': 0.049932319670915604, 'learning_rate': 9.148211243611585e-07, 'epoch': 9.71}
{'loss': 0.0487, 'grad_norm': 0.09543724358081818, 'learning_rate': 8.637137989778535e-07, 'epoch': 9.73}
{'loss': 0.0625, 'grad_norm': 0.0710693970322609, 'learning_rate': 8.126064735945487e-07, 'epoch': 9.74}
{'loss': 0.0498, 'grad_norm': 0.047813352197408676, 'learning_rate': 7.614991482112437e-07, 'epoch': 9.76}
{'loss': 0.0676, 'grad_norm': 0.17832787334918976, 'learning_rate': 7.103918228279387e-07, 'epoch': 9.78}
{'loss': 0.1374, 'grad_norm': 123.92888641357422, 'learning_rate': 6.592844974446338e-07, 'epoch': 9.8}
{'loss': 0.0597, 'grad_norm': 0.056781645864248276, 'learning_rate': 6.081771720613288e-07, 'epoch': 9.81}
{'loss': 0.0613, 'grad_norm': 9.582527160644531, 'learning_rate': 5.621805792163544e-07, 'epoch': 9.83}
{'loss': 0.0122, 'grad_norm': 0.2642391324043274, 'learning_rate': 5.110732538330494e-07, 'epoch': 9.85}
{'loss': 0.049, 'grad_norm': 0.05991070345044136, 'learning_rate': 4.599659284497445e-07, 'epoch': 9.86}
{'loss': 0.0302, 'grad_norm': 0.1419372260570526, 'learning_rate': 4.0885860306643955e-07, 'epoch': 9.88}
{'loss': 0.037, 'grad_norm': 0.08311887830495834, 'learning_rate': 3.577512776831346e-07, 'epoch': 9.9}
{'loss': 0.0731, 'grad_norm': 0.04598226770758629, 'learning_rate': 3.0664395229982964e-07, 'epoch': 9.91}
{'loss': 0.1138, 'grad_norm': 0.04974893480539322, 'learning_rate': 2.555366269165247e-07, 'epoch': 9.93}
{'loss': 0.0231, 'grad_norm': 0.060787323862314224, 'learning_rate': 2.0442930153321978e-07, 'epoch': 9.95}
{'loss': 0.1923, 'grad_norm': 8.890778541564941, 'learning_rate': 1.5332197614991482e-07, 'epoch': 9.97}
{'loss': 0.0542, 'grad_norm': 0.07272922247648239, 'learning_rate': 1.0221465076660989e-07, 'epoch': 9.98}
{'loss': 0.068, 'grad_norm': 26.449066162109375, 'learning_rate': 5.1107325383304944e-08, 'epoch': 10.0}
{'eval_loss': 2.313754081726074, 'eval_accuracy': 0.6389088298636038, 'eval_f1': 0.6135208923408971, 'eval_precision': 0.605712068336541, 'eval_recall': 0.6389088298636038, 'eval_runtime': 39.297, 'eval_samples_per_second': 35.448, 'eval_steps_per_second': 2.239, 'epoch': 10.0}
{'train_runtime': 6664.0758, 'train_samples_per_second': 28.179, 'train_steps_per_second': 0.881, 'train_loss': 0.5650743657726243, 'epoch': 10.0}
Test results: {'eval_loss': 1.4823216199874878, 'eval_accuracy': 0.6460875807609476, 'eval_f1': 0.61462430768125, 'eval_precision': 0.5965242705095013, 'eval_recall': 0.6460875807609476, 'eval_runtime': 40.1454, 'eval_samples_per_second': 34.699, 'eval_steps_per_second': 2.192, 'epoch': 10.0}
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33m./accent-identifier[0m at: [34mhttps://wandb.ai/iammanavk/huggingface/runs/nne2jlip[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250422_012132-nne2jlip/logs[0m
